Z,A,E0,ThetaDeg,nu,cross,error,dataSet,normalization,normError,system_err,normCross,normCrossError,Veff,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),Ex,W2original,Ffoc2,Ep,E0original,R,Q2,qv2,qv,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Hcc,Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),RT_QD_data,qvbin,qvcenter,Q2bin,Q2center,Exbin_qv,Excenter_qv,nucenter_ex_qv,epcenter_ex_qv,W2bin_qv,W2center_qv,nucenter_w2_qv,epcenter_w2_qv,Exbin_q2,Excenter_q2,nucenter_ex_q2,epcenter_ex_q2,W2bin_q2,W2center_q2,nucenter_w2_q2,epcenter_w2_q2,RL_qvc_ex,RT_qvc_ex,RL_qvd_ex,RT_qvd_ex,bc_qv_ex,RL_qvc_w2,RT_qvc_w2,RL_qvd_w2,RT_qvd_w2,bc_qv_w2,RL_q2c_ex,RT_q2c_ex,RL_q2d_ex,RT_q2d_ex,bc_q2_ex,RL_q2c_w2,RT_q2c_w2,RL_q2d_w2,RT_q2d_w2,bc_q2_w2
20,40,0.12739999999999999,90.0,0.0325,82100.0,11562.96026008491,1,0.997728208,0.03,0.05,81913.4858768,11796.678452969001,0.0074,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.032114764781796354,0.920343967529,1.127136111111111,0.0949,0.12,4.01341260817504,0.024180520000000004,0.025236770000000006,0.1588608510615501,0.917163447529,0.3239009372028796,0.0003303925616763478,247927754.3694896,34997640.99232952,0.0018490053405739186,190.8140310418416,15630242.436841168,2250971.768515451,40.141456636512316,5.780926687541347,0.0006219016742960335,"[0.158,0.186]",0.167,"[0.015,0.025]",0.02,0.0,0.0,0.0,0.0,0.0,0.978844822529,0.0650882622226353,0.2977762034090593,0.0,0.0,0.0,0.0,0.0,0.978844822529,0.0631418574338172,0.2942310630935087,2.702349e-08,3.962079e-10,0.02465611,0.010270356674296034,1.0,0.0124298,0.007696483856352912,0.02460283,0.010289557674296033,0.6176765603465624,2.549236e-08,1.361471e-09,0.02465107,0.010269064674296034,1.0,0.01090904,0.006549489456306191,0.02460283,0.010289557674296033,0.5350964482539374
20,40,0.12739999999999999,90.0,0.0375,63300.0,11230.514235634768,1,0.997728208,0.03,0.05,63156.1955664,11364.780899646616,0.0074,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.03711476478179635,0.930926697529,1.127136111111111,0.0899,0.12,4.01341260817504,0.02290652,0.02431277,0.15592552709546953,0.927820177529,0.3202273218470152,0.0004237480742787327,149041846.7951719,26502808.90302659,0.0018490053405739186,195.10611004644386,12322159.642292768,2217338.192860176,31.645666338700796,5.694549222562632,0.0008655790401179078,"[0.124,0.158]",0.148,"[0.015,0.025]",0.02,0.0,0.0,0.0,0.0,0.0,0.949420897529,0.04728516547223638,0.3098506218731523,0.0,0.0,0.0,0.0,0.0,0.978844822529,0.0631418574338172,0.2942310630935087,2.628691e-08,9.972801e-10,0.02315285,0.011069939040117908,1.0,0.01572251,0.009226288590324717,0.02308126,0.011077279040117908,0.7542778232881534,2.549236e-08,1.361471e-09,0.02314493,0.011066999040117906,1.0,0.01090904,0.006549489456306191,0.02308126,0.011077279040117908,0.5378578715304916
20,40,0.12739999999999999,90.0,0.0425,37000.0,21559.33672726078,1,0.997728208,0.03,0.05,36915.943695999995,21538.979048098714,0.0074,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.042114764781796356,0.9415094275290001,1.127136111111111,0.08489999999999999,0.12,4.01341260817504,0.02163252,0.023438769999999998,0.15309725667039237,0.938476907529,0.3157568392145621,0.0005154989418086942,71612064.93746752,41822271.54844796,0.0018490053405739186,200.47951706469559,7400890.564161573,4318124.1176294265,19.006904649964248,11.089769894441275,0.001132568268210524,"[0.124,0.158]",0.148,"[0.015,0.025]",0.02,0.0,0.0,0.0,0.0,0.0,0.949420897529,0.04728516547223638,0.3098506218731523,0.0,0.0,0.0,0.0,0.0,0.978844822529,0.0631418574338172,0.2942310630935087,2.628691e-08,9.972801e-10,0.01961199,0.010738944268210524,1.0,0.01572251,0.009226288590324717,0.01949996,0.010709373268210524,0.8369573150349221,2.549236e-08,1.361471e-09,0.01960153,0.010733360268210524,1.0,0.01090904,0.006549489456306191,0.01949996,0.010709372268210523,0.5968147100715969
20,40,0.12739999999999999,140.0,0.0325,19300.0,1797.5956167686018,2,1.0015,0.0611,0.05,19328.95,2152.1233038251944,0.0074,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.03182132649613176,0.9042570342235016,1.127136111111111,0.0949,0.12,4.01341260817504,0.0427038729777273,0.0437601229777273,0.2091892037790844,0.8986400945512728,0.06071393099983314,6.689230822550643e-05,288956241.94695914,26872979.337303955,0.00013869738514267116,459.66624986160423,8884865.960262455,989258.448309093,22.818037730781228,2.54060519314173,0.0004345405304713827,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0,0.0,0.0,0.0,0.0,0.911044307529,0.03797968631077264,0.0601182717856289,0.0,0.0,0.0,0.0,0.0,0.9172338106680942,0.04096760118808393,0.059770274572780384,2.203918e-08,1.633651e-10,0.02769845,0.011640220530471384,1.0,0.02787172,0.013829348503867153,0.02762906,0.011716820530471383,1.1504097681163163,2.306376e-08,1.667017e-10,0.02770031,0.011639360530471383,1.0,0.0266083,0.014639132976465477,0.02762906,0.011716820530471383,1.2000171123480958
20,40,0.12739999999999999,140.0,0.0375,19900.0,1902.2223844774587,2,1.0015,0.0611,0.05,19929.850000000002,2260.02256263508,0.0074,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.036821326496131755,0.9157590175552444,1.127136111111111,0.0899,0.12,4.01341260817504,0.04045393235719372,0.041860182357193715,0.2045976108296324,0.9102727651718063,0.06016097200617834,0.00010938652277404585,182196576.82297912,17389915.468899056,0.00013869738514267116,464.43753888372197,9256170.484321747,1049639.3168119187,23.771618873984476,2.6956748297436666,0.0006171364626448122,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0,0.0,0.0,0.0,0.0,0.911044307529,0.03797968631077264,0.0601182717856289,0.0,0.0,0.0,0.0,0.0,0.9172338106680942,0.04096760118808393,0.059770274572780384,2.203918e-08,1.633651e-10,0.02803416,0.013548726462644812,1.0,0.02787172,0.013829348503867153,0.02798243,0.013644226462644812,1.0106757921598817,2.306376e-08,1.667017e-10,0.02803416,0.013546536462644813,1.0,0.0266083,0.014639132976465477,0.02798243,0.013644226462644812,1.0542576038916232
20,40,0.12739999999999999,140.0,0.0425,18200.0,2910.034364333203,2,1.0015,0.0611,0.05,18227.3,3119.344872834672,0.0074,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.04182132649613176,0.9272610008869872,1.127136111111111,0.08489999999999999,0.12,4.01341260817504,0.03820399173666014,0.040010241736660145,0.20002560270290437,0.92190543579234,0.05948468674734884,0.00015181085435589107,120065854.8253054,19168816.20013278,0.00013869738514267116,470.3939974815836,8574012.51029607,1467321.1042563834,22.01970652558351,3.7683616691393174,0.0008234473634667281,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0,0.0,0.0,0.0,0.0,0.911044307529,0.03797968631077264,0.0601182717856289,0.0,0.0,0.0,0.0,0.0,0.9172338106680942,0.04096760118808393,0.059770274572780384,2.203918e-08,1.633651e-10,0.02580585,0.014653487363466729,1.0,0.02787172,0.013829348503867153,0.02563974,0.01469078736346673,0.9585801810603289,2.306376e-08,1.667017e-10,0.02580274,0.01464900736346673,1.0,0.0266083,0.014639132976465477,0.02563974,0.01469078736346673,0.9999155541887091
20,40,0.12739999999999999,140.0,0.0475,16500.0,1761.7179117713001,2,1.0015,0.0611,0.05,16524.75,2032.0763657821276,0.0074,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.04682132649613176,0.9387629842187298,1.127136111111111,0.0799,0.12,4.01341260817504,0.03595405111612657,0.03821030111612657,0.19547455362815533,0.9335381064128735,0.058669354464258104,0.00019414553654074584,85115271.2260882,9074212.79500579,0.00013869738514267116,477.7583581615252,7894837.429029664,970841.4681749083,20.27545481717783,2.493306860283542,0.0010480910020900915,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0,0.0,0.0,0.0,1.0,0.9363288975290001,0.050844736939844815,0.05852452201962091,0.0,0.0,0.0,0.0,0.0,0.9172338106680942,0.04096760118808393,0.059770274572780384,2.203918e-08,1.633651e-10,0.02316042,0.014649111002090091,1.0,0.02255003,0.015366942367926236,0.02302757,0.014627691002090092,1.041978575600282,2.306376e-08,1.667017e-10,0.02315386,0.014641191002090092,1.0,0.0266083,0.014639132976465477,0.02302757,0.014627691002090092,1.010219571474251
20,40,0.12739999999999999,140.0,0.0525,14300.0,1678.7048580187584,2,1.0015,0.0611,0.05,14321.45,1894.7069968333599,0.0074,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.051821326496131755,0.9502649675504726,1.127136111111111,0.07490000000000001,0.12,4.01341260817504,0.03370411049559299,0.036460360495592994,0.19094596223956398,0.9451707770334071,0.057697124412765304,0.0002363675830884844,60589738.29181455,7102094.272336549,0.00013869738514267116,486.81289347481436,6971866.513254881,922367.7954154238,17.905088705324797,2.368817183239187,0.0012865711108185475,"[0.186,0.223]",0.205,"[0.025,0.035]",0.026,0.0,0.0,0.0,0.0,1.0,0.9363288975290001,0.050844736939844815,0.05852452201962091,0.0,0.0,0.0,0.0,0.0,0.997842129029,0.07646277069680146,0.05130270757872497,2.203918e-08,1.633651e-10,0.02082583,0.013724161110818547,1.0,0.02255003,0.015366942367926236,0.02069081,0.013654321110818548,1.1081167652405792,2.705314e-08,5.204461e-10,0.0208151,0.013712011110818547,1.0,0.01089054,0.00681921761466826,0.02069081,0.013654321110818548,0.5519155463477483
20,40,0.1674,60.0,0.0325,335000.0,36523.48559222359,6,0.922848496,0.03,0.05,309154.24616,35172.04743017913,0.0074,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.03215720186739282,0.9209439675290001,1.0946390624999998,0.1349,0.16,4.01341260817504,0.022582259999999993,0.023638509999999995,0.15374820324153382,0.9187617075290001,0.5889805414183847,0.0006568955723069673,470629212.91168666,55600139.70554845,0.006240393024436977,103.41758552414454,31971985.692404233,3637408.2231698185,82.1101836673884,9.341561082604231,0.0006422162029402353,"[0.124,0.158]",0.148,"[0.015,0.025]",0.02,0.0,0.0,0.0,0.0,0.0,0.949420897529,0.04728516547223638,0.5739032856883164,0.0,0.0,0.0,0.0,0.0,0.978844822529,0.0631418574338172,0.555690422030624,2.628691e-08,9.972801e-10,0.02376685,0.010080439202940236,1.0,0.01572251,0.009226288590324717,0.02371895,0.010094240202940235,0.735502503207701,2.549236e-08,1.361471e-09,0.02376204,0.010079297202940235,1.0,0.01090904,0.006549489456306191,0.02371895,0.010094240202940235,0.5188540773449761
20,40,0.1674,60.0,0.0375,312000.0,35725.7610108491,6,0.922848496,0.03,0.05,287928.730752,34272.36802936643,0.0074,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.03715720186739282,0.9311266975290001,1.0946390624999998,0.1299,0.16,4.01341260817504,0.021745259999999992,0.023151509999999993,0.1521562026340037,0.9289814375290001,0.5848707355646645,0.0008234621619663304,349656297.5819802,43384824.05255902,0.006240393024436977,106.23738780635684,30588796.229492325,3641006.853377987,78.55788816909923,9.35080305431617,0.0008860829512417614,"[0.124,0.158]",0.148,"[0.015,0.025]",0.02,0.0,0.0,0.0,0.0,0.0,0.949420897529,0.04728516547223638,0.5739032856883164,0.0,0.0,0.0,0.0,0.0,0.978844822529,0.0631418574338172,0.555690422030624,2.628691e-08,9.972801e-10,0.02235482,0.010807692951241763,1.0,0.01572251,0.009226288590324717,0.0222953,0.010809534951241762,0.7534665898398091,2.549236e-08,1.361471e-09,0.02234772,0.010805148951241763,1.0,0.01090904,0.006549489456306191,0.0222953,0.010809534951241762,0.5315266917197713
